"# Ignition - P/T, knock level 1"
# Address: 0x9594
# Size: 16x16

41,42,42,42,42,42,41,37,37,37,37,37,33,33,33,32
41,44,48,52,51,49,46,42,41,37,37,37,33,33,33,32
49,57,57,60,59,55,50,46,44,39,37,37,33,33,33,32
57,63,63,65,62,59,54,48,46,41,38,37,33,33,33,32
65,73,68,68,65,63,59,52,49,43,38,37,33,33,33,32
69,79,74,75,72,69,67,62,55,48,42,37,33,33,33,32
69,79,76,76,75,72,69,63,56,54,44,38,33,33,33,32
69,79,78,78,77,75,72,65,58,56,46,39,33,33,33,32
69,79,79,79,80,78,74,70,64,57,49,40,33,33,33,34
69,79,81,81,80,80,75,70,65,59,50,42,35,35,35,36
69,79,81,81,80,80,76,71,65,60,51,43,37,37,37,37
69,79,81,81,80,80,76,72,65,60,51,45,39,39,39,38
69,79,81,81,80,80,76,72,66,62,51,46,41,41,41,40
69,81,81,81,80,80,77,72,66,63,52,46,41,41,41,40
69,81,81,81,80,80,77,72,66,64,53,47,42,42,42,41
69,81,81,81,80,80,77,73,67,65,54,48,43,43,43,42
